Rows: 1000 Columns: 1000
Too large to print!
Number of tripods: 5000
Optimal placement:
location: (999,318), orientation: NORTH, sum: 27
location: (287,944), orientation: EAST, sum: 27
location: (287,676), orientation: SOUTH, sum: 27
location: (287,270), orientation: EAST, sum: 27
location: (287,105), orientation: WEST, sum: 27
location: (286,271), orientation: SOUTH, sum: 27
location: (285,937), orientation: WEST, sum: 27
location: (285,522), orientation: WEST, sum: 27
location: (284,992), orientation: NORTH, sum: 27
location: (284,788), orientation: WEST, sum: 27
location: (284,733), orientation: NORTH, sum: 27
location: (283,991), orientation: EAST, sum: 27
location: (283,432), orientation: EAST, sum: 27
location: (281,954), orientation: SOUTH, sum: 27
location: (281,850), orientation: EAST, sum: 27
location: (280,798), orientation: NORTH, sum: 27
location: (280,629), orientation: SOUTH, sum: 27
location: (280,11), orientation: NORTH, sum: 27
location: (279,992), orientation: SOUTH, sum: 27
location: (279,799), orientation: WEST, sum: 27
location: (279,690), orientation: EAST, sum: 27
location: (279,459), orientation: SOUTH, sum: 27
location: (279,146), orientation: EAST, sum: 27
location: (279,119), orientation: NORTH, sum: 27
location: (279,34), orientation: WEST, sum: 27
location: (279,12), orientation: WEST, sum: 27
location: (278,747), orientation: NORTH, sum: 27
location: (278,441), orientation: WEST, sum: 27
location: (278,336), orientation: NORTH, sum: 27
location: (278,107), orientation: EAST, sum: 27
location: (277,248), orientation: NORTH, sum: 27
location: (277,36), orientation: NORTH, sum: 27
location: (276,49), orientation: SOUTH, sum: 27
location: (275,801), orientation: EAST, sum: 27
location: (275,699), orientation: WEST, sum: 27
location: (275,695), orientation: WEST, sum: 27
location: (275,426), orientation: NORTH, sum: 27
location: (275,421), orientation: SOUTH, sum: 27
location: (275,339), orientation: WEST, sum: 27
location: (275,273), orientation: WEST, sum: 27
location: (274,993), orientation: WEST, sum: 27
location: (274,934), orientation: NORTH, sum: 27
location: (274,698), orientation: SOUTH, sum: 27
location: (274,63), orientation: EAST, sum: 27
location: (273,951), orientation: SOUTH, sum: 27
location: (273,933), orientation: NORTH, sum: 27
location: (273,737), orientation: SOUTH, sum: 27
location: (273,393), orientation: SOUTH, sum: 27
location: (273,3), orientation: EAST, sum: 27
location: (272,901), orientation: WEST, sum: 27
location: (272,622), orientation: NORTH, sum: 27
location: (271,405), orientation: SOUTH, sum: 27
location: (271,16), orientation: WEST, sum: 27
location: (270,15), orientation: SOUTH, sum: 27
location: (269,981), orientation: SOUTH, sum: 27
location: (269,364), orientation: WEST, sum: 27
location: (269,144), orientation: WEST, sum: 27
location: (268,781), orientation: NORTH, sum: 27
location: (268,623), orientation: SOUTH, sum: 27
location: (268,617), orientation: WEST, sum: 27
location: (267,925), orientation: NORTH, sum: 27
location: (267,198), orientation: WEST, sum: 27
location: (267,176), orientation: NORTH, sum: 27
location: (267,143), orientation: NORTH, sum: 27
location: (267,61), orientation: WEST, sum: 27
location: (266,926), orientation: WEST, sum: 27
location: (266,891), orientation: EAST, sum: 27
location: (266,583), orientation: WEST, sum: 27
location: (266,456), orientation: NORTH, sum: 27
location: (266,197), orientation: SOUTH, sum: 27
location: (266,175), orientation: EAST, sum: 27
location: (266,107), orientation: WEST, sum: 27
location: (265,997), orientation: WEST, sum: 27
location: (265,892), orientation: WEST, sum: 27
location: (265,885), orientation: WEST, sum: 27
location: (265,399), orientation: WEST, sum: 27
location: (265,16), orientation: EAST, sum: 27
location: (264,542), orientation: SOUTH, sum: 27
location: (264,17), orientation: WEST, sum: 27
location: (263,790), orientation: NORTH, sum: 27
location: (263,788), orientation: NORTH, sum: 27
location: (263,648), orientation: NORTH, sum: 27
location: (263,543), orientation: EAST, sum: 27
location: (262,817), orientation: SOUTH, sum: 27
location: (262,789), orientation: SOUTH, sum: 27
location: (262,787), orientation: EAST, sum: 27
location: (262,649), orientation: SOUTH, sum: 27
location: (262,47), orientation: WEST, sum: 27
location: (262,38), orientation: WEST, sum: 27
location: (261,952), orientation: NORTH, sum: 27
location: (261,875), orientation: SOUTH, sum: 27
location: (261,721), orientation: WEST, sum: 27
location: (261,46), orientation: EAST, sum: 27
location: (261,37), orientation: SOUTH, sum: 27
location: (260,963), orientation: EAST, sum: 27
location: (260,864), orientation: EAST, sum: 27
location: (260,705), orientation: EAST, sum: 27
location: (260,696), orientation: NORTH, sum: 27
location: (260,47), orientation: WEST, sum: 27
location: (259,865), orientation: NORTH, sum: 27
location: (259,695), orientation: EAST, sum: 27
location: (259,601), orientation: SOUTH, sum: 27
location: (259,524), orientation: NORTH, sum: 27
location: (259,344), orientation: WEST, sum: 27
location: (259,261), orientation: NORTH, sum: 27
location: (259,46), orientation: EAST, sum: 27
location: (258,770), orientation: SOUTH, sum: 27
location: (258,368), orientation: WEST, sum: 27
location: (258,343), orientation: NORTH, sum: 27
location: (257,367), orientation: SOUTH, sum: 27
location: (257,344), orientation: SOUTH, sum: 27
location: (257,251), orientation: WEST, sum: 27
location: (255,347), orientation: SOUTH, sum: 27
location: (255,343), orientation: SOUTH, sum: 27
location: (255,158), orientation: NORTH, sum: 27
location: (254,897), orientation: SOUTH, sum: 27
location: (254,340), orientation: NORTH, sum: 27
location: (254,329), orientation: SOUTH, sum: 27
location: (254,165), orientation: NORTH, sum: 27
location: (253,950), orientation: NORTH, sum: 27
location: (253,938), orientation: EAST, sum: 27
location: (253,630), orientation: EAST, sum: 27
location: (253,489), orientation: WEST, sum: 27
location: (253,339), orientation: EAST, sum: 27
location: (253,182), orientation: SOUTH, sum: 27
location: (253,99), orientation: NORTH, sum: 27
location: (252,841), orientation: SOUTH, sum: 27
location: (252,815), orientation: SOUTH, sum: 27
location: (252,631), orientation: SOUTH, sum: 27
location: (250,733), orientation: SOUTH, sum: 27
location: (250,480), orientation: EAST, sum: 27
location: (250,439), orientation: EAST, sum: 27
location: (249,270), orientation: NORTH, sum: 27
location: (248,881), orientation: NORTH, sum: 27
location: (248,879), orientation: NORTH, sum: 27
location: (248,528), orientation: WEST, sum: 27
location: (247,880), orientation: SOUTH, sum: 27
location: (247,878), orientation: SOUTH, sum: 27
location: (247,527), orientation: SOUTH, sum: 27
location: (247,492), orientation: SOUTH, sum: 27
location: (247,49), orientation: NORTH, sum: 27
location: (246,690), orientation: NORTH, sum: 27
location: (246,684), orientation: EAST, sum: 27
location: (245,853), orientation: NORTH, sum: 27
location: (245,765), orientation: EAST, sum: 27
location: (245,691), orientation: WEST, sum: 27
location: (245,685), orientation: WEST, sum: 27
location: (245,570), orientation: NORTH, sum: 27
location: (244,852), orientation: EAST, sum: 27
location: (244,381), orientation: EAST, sum: 27
location: (243,896), orientation: NORTH, sum: 27
location: (243,401), orientation: NORTH, sum: 27
location: (243,382), orientation: SOUTH, sum: 27
location: (243,143), orientation: EAST, sum: 27
location: (242,822), orientation: WEST, sum: 27
location: (242,402), orientation: SOUTH, sum: 27
location: (242,289), orientation: SOUTH, sum: 27
location: (242,10), orientation: WEST, sum: 27
location: (241,868), orientation: NORTH, sum: 27
location: (241,866), orientation: EAST, sum: 27
location: (241,821), orientation: NORTH, sum: 27
location: (241,638), orientation: NORTH, sum: 27
location: (241,250), orientation: NORTH, sum: 27
location: (241,165), orientation: WEST, sum: 27
location: (241,148), orientation: NORTH, sum: 27
location: (241,89), orientation: EAST, sum: 27
location: (240,867), orientation: SOUTH, sum: 27
location: (240,725), orientation: NORTH, sum: 27
location: (240,410), orientation: EAST, sum: 27
location: (240,249), orientation: EAST, sum: 27
location: (240,170), orientation: WEST, sum: 27
location: (240,164), orientation: EAST, sum: 27
location: (240,90), orientation: SOUTH, sum: 27
location: (239,951), orientation: WEST, sum: 27
location: (239,726), orientation: WEST, sum: 27
location: (239,496), orientation: NORTH, sum: 27
location: (239,481), orientation: EAST, sum: 27
location: (239,474), orientation: EAST, sum: 27
location: (239,165), orientation: SOUTH, sum: 27
location: (239,163), orientation: NORTH, sum: 27
location: (238,957), orientation: NORTH, sum: 27
location: (238,947), orientation: NORTH, sum: 27
location: (238,891), orientation: EAST, sum: 27
location: (238,819), orientation: EAST, sum: 27
location: (238,482), orientation: WEST, sum: 27
location: (237,481), orientation: SOUTH, sum: 27
location: (237,295), orientation: WEST, sum: 27
location: (237,190), orientation: SOUTH, sum: 27
location: (236,311), orientation: WEST, sum: 27
location: (236,152), orientation: EAST, sum: 27
location: (235,908), orientation: EAST, sum: 27
location: (235,468), orientation: NORTH, sum: 27
location: (235,320), orientation: EAST, sum: 27
location: (235,203), orientation: WEST, sum: 27
location: (235,1), orientation: NORTH, sum: 27
location: (234,990), orientation: WEST, sum: 27
location: (234,969), orientation: SOUTH, sum: 27
location: (234,666), orientation: NORTH, sum: 27
location: (234,360), orientation: EAST, sum: 27
location: (234,321), orientation: SOUTH, sum: 27
location: (234,202), orientation: EAST, sum: 27
location: (234,155), orientation: WEST, sum: 27
location: (233,989), orientation: SOUTH, sum: 27
location: (233,657), orientation: NORTH, sum: 27
location: (233,386), orientation: NORTH, sum: 27
location: (233,125), orientation: WEST, sum: 27
location: (232,358), orientation: WEST, sum: 27
location: (231,462), orientation: SOUTH, sum: 27
location: (231,401), orientation: NORTH, sum: 27
location: (231,298), orientation: WEST, sum: 27
location: (231,135), orientation: WEST, sum: 27
location: (230,703), orientation: SOUTH, sum: 27
location: (230,470), orientation: SOUTH, sum: 27
location: (230,359), orientation: NORTH, sum: 27
location: (230,190), orientation: EAST, sum: 27
location: (230,134), orientation: SOUTH, sum: 27
location: (229,599), orientation: NORTH, sum: 27
location: (229,428), orientation: WEST, sum: 27
location: (229,178), orientation: EAST, sum: 27
location: (229,17), orientation: NORTH, sum: 27
location: (228,857), orientation: WEST, sum: 27
location: (228,854), orientation: EAST, sum: 27
location: (228,584), orientation: WEST, sum: 27
location: (228,309), orientation: EAST, sum: 27
location: (227,901), orientation: WEST, sum: 27
location: (227,895), orientation: SOUTH, sum: 27
location: (227,893), orientation: NORTH, sum: 27
location: (227,583), orientation: SOUTH, sum: 27
location: (227,554), orientation: EAST, sum: 27
location: (227,310), orientation: WEST, sum: 27
location: (227,61), orientation: SOUTH, sum: 27
location: (227,14), orientation: EAST, sum: 27
location: (226,929), orientation: EAST, sum: 27
location: (226,913), orientation: SOUTH, sum: 27
location: (226,900), orientation: NORTH, sum: 27
location: (226,894), orientation: WEST, sum: 27
location: (226,838), orientation: WEST, sum: 27
location: (226,277), orientation: WEST, sum: 27
location: (226,275), orientation: NORTH, sum: 27
location: (226,212), orientation: EAST, sum: 27
location: (226,15), orientation: SOUTH, sum: 27
location: (225,581), orientation: NORTH, sum: 27
location: (225,276), orientation: SOUTH, sum: 27
location: (224,787), orientation: SOUTH, sum: 27
location: (224,689), orientation: WEST, sum: 27
location: (224,640), orientation: SOUTH, sum: 27
location: (224,590), orientation: NORTH, sum: 27
location: (224,588), orientation: SOUTH, sum: 27
location: (224,45), orientation: EAST, sum: 27
location: (223,923), orientation: EAST, sum: 27
location: (223,752), orientation: NORTH, sum: 27
location: (223,523), orientation: NORTH, sum: 27
location: (223,60), orientation: NORTH, sum: 27
location: (222,522), orientation: EAST, sum: 27
location: (222,414), orientation: SOUTH, sum: 27
location: (222,284), orientation: NORTH, sum: 27
location: (222,220), orientation: SOUTH, sum: 27
location: (222,34), orientation: EAST, sum: 27
location: (221,893), orientation: NORTH, sum: 27
location: (221,407), orientation: EAST, sum: 27
location: (221,342), orientation: NORTH, sum: 27
location: (221,181), orientation: NORTH, sum: 27
location: (221,179), orientation: SOUTH, sum: 27
location: (220,180), orientation: EAST, sum: 27
location: (220,143), orientation: EAST, sum: 27
location: (219,436), orientation: WEST, sum: 27
location: (219,403), orientation: WEST, sum: 27
location: (219,181), orientation: WEST, sum: 27
location: (218,907), orientation: WEST, sum: 27
location: (218,832), orientation: EAST, sum: 27
location: (218,636), orientation: WEST, sum: 27
location: (218,435), orientation: EAST, sum: 27
location: (218,268), orientation: EAST, sum: 27
location: (218,226), orientation: NORTH, sum: 27
location: (218,24), orientation: SOUTH, sum: 27
location: (217,840), orientation: NORTH, sum: 27
location: (217,445), orientation: NORTH, sum: 27
location: (217,338), orientation: WEST, sum: 27
location: (217,227), orientation: SOUTH, sum: 27
location: (217,7), orientation: SOUTH, sum: 27
location: (216,839), orientation: EAST, sum: 27
location: (216,714), orientation: WEST, sum: 27
location: (216,444), orientation: EAST, sum: 27
location: (216,418), orientation: NORTH, sum: 27
location: (216,134), orientation: SOUTH, sum: 27
location: (215,834), orientation: NORTH, sum: 27
location: (215,702), orientation: NORTH, sum: 27
location: (215,414), orientation: WEST, sum: 27
location: (215,338), orientation: EAST, sum: 27
location: (214,701), orientation: SOUTH, sum: 27
location: (214,674), orientation: EAST, sum: 27
location: (214,475), orientation: EAST, sum: 27
location: (214,202), orientation: WEST, sum: 27
location: (214,194), orientation: SOUTH, sum: 27
location: (213,928), orientation: SOUTH, sum: 27
location: (213,900), orientation: EAST, sum: 27
location: (213,877), orientation: SOUTH, sum: 27
location: (213,726), orientation: WEST, sum: 27
location: (213,135), orientation: NORTH, sum: 27
location: (212,951), orientation: WEST, sum: 27
location: (212,808), orientation: WEST, sum: 27
location: (212,484), orientation: WEST, sum: 27
location: (212,392), orientation: WEST, sum: 27
location: (212,390), orientation: NORTH, sum: 27
location: (212,79), orientation: EAST, sum: 27
location: (212,34), orientation: SOUTH, sum: 27
location: (211,391), orientation: SOUTH, sum: 27
location: (211,121), orientation: WEST, sum: 27
location: (211,80), orientation: WEST, sum: 27
location: (210,848), orientation: NORTH, sum: 27
location: (210,660), orientation: NORTH, sum: 27
location: (210,376), orientation: EAST, sum: 27
location: (210,206), orientation: NORTH, sum: 27
location: (209,813), orientation: NORTH, sum: 27
location: (209,754), orientation: WEST, sum: 27
location: (209,178), orientation: EAST, sum: 27
location: (208,814), orientation: SOUTH, sum: 27
location: (208,623), orientation: EAST, sum: 27
location: (208,151), orientation: EAST, sum: 27
location: (207,879), orientation: SOUTH, sum: 27
location: (207,441), orientation: WEST, sum: 27
location: (207,141), orientation: SOUTH, sum: 27
location: (207,137), orientation: SOUTH, sum: 27
location: (205,699), orientation: EAST, sum: 27
location: (205,691), orientation: NORTH, sum: 27
location: (205,484), orientation: WEST, sum: 27
location: (204,665), orientation: EAST, sum: 27
location: (204,597), orientation: SOUTH, sum: 27
location: (203,787), orientation: WEST, sum: 27
location: (203,488), orientation: NORTH, sum: 27
location: (203,292), orientation: NORTH, sum: 27
location: (203,226), orientation: EAST, sum: 27
location: (202,786), orientation: EAST, sum: 27
location: (202,438), orientation: WEST, sum: 27
location: (201,11), orientation: WEST, sum: 27
location: (200,491), orientation: NORTH, sum: 27
location: (200,330), orientation: SOUTH, sum: 27
location: (200,91), orientation: NORTH, sum: 27
location: (199,973), orientation: SOUTH, sum: 27
location: (199,879), orientation: EAST, sum: 27
location: (199,839), orientation: SOUTH, sum: 27
location: (199,816), orientation: SOUTH, sum: 27
location: (198,993), orientation: SOUTH, sum: 27
location: (198,249), orientation: NORTH, sum: 27
location: (198,211), orientation: NORTH, sum: 27
location: (197,948), orientation: NORTH, sum: 27
location: (197,753), orientation: EAST, sum: 27
location: (197,728), orientation: SOUTH, sum: 27
location: (197,562), orientation: WEST, sum: 27
location: (197,248), orientation: EAST, sum: 27
location: (197,209), orientation: WEST, sum: 27
location: (196,947), orientation: EAST, sum: 27
location: (196,645), orientation: EAST, sum: 27
location: (196,561), orientation: EAST, sum: 27
location: (196,511), orientation: SOUTH, sum: 27
location: (196,241), orientation: WEST, sum: 27
location: (195,948), orientation: WEST, sum: 27
location: (195,663), orientation: EAST, sum: 27
location: (195,90), orientation: NORTH, sum: 27
location: (194,954), orientation: WEST, sum: 27
location: (194,943), orientation: SOUTH, sum: 27
location: (194,867), orientation: SOUTH, sum: 27
location: (194,140), orientation: EAST, sum: 27
location: (194,15), orientation: WEST, sum: 27
location: (193,861), orientation: NORTH, sum: 27
location: (193,438), orientation: NORTH, sum: 27
location: (193,44), orientation: NORTH, sum: 27
location: (192,860), orientation: EAST, sum: 27
location: (192,214), orientation: EAST, sum: 27
location: (191,577), orientation: WEST, sum: 27
location: (191,524), orientation: WEST, sum: 27
location: (191,452), orientation: SOUTH, sum: 27
location: (191,304), orientation: SOUTH, sum: 27
location: (191,303), orientation: NORTH, sum: 27
location: (191,274), orientation: EAST, sum: 27
location: (190,523), orientation: SOUTH, sum: 27
location: (190,304), orientation: SOUTH, sum: 27
location: (190,193), orientation: EAST, sum: 27
location: (190,170), orientation: NORTH, sum: 27
location: (188,719), orientation: WEST, sum: 27
location: (188,472), orientation: WEST, sum: 27
location: (188,137), orientation: EAST, sum: 27
location: (187,434), orientation: NORTH, sum: 27
location: (186,835), orientation: NORTH, sum: 27
location: (186,652), orientation: EAST, sum: 27
location: (186,279), orientation: NORTH, sum: 27
location: (186,112), orientation: WEST, sum: 27
location: (186,100), orientation: NORTH, sum: 27
location: (186,17), orientation: SOUTH, sum: 27
location: (185,948), orientation: EAST, sum: 27
location: (185,610), orientation: SOUTH, sum: 27
location: (185,278), orientation: SOUTH, sum: 27
location: (185,139), orientation: NORTH, sum: 27
location: (185,89), orientation: SOUTH, sum: 27
location: (184,610), orientation: WEST, sum: 27
location: (184,415), orientation: EAST, sum: 27
location: (183,577), orientation: WEST, sum: 27
location: (181,808), orientation: NORTH, sum: 27
location: (181,513), orientation: NORTH, sum: 27
location: (181,250), orientation: NORTH, sum: 27
location: (180,956), orientation: WEST, sum: 27
location: (180,862), orientation: SOUTH, sum: 27
location: (180,822), orientation: NORTH, sum: 27
location: (180,809), orientation: NORTH, sum: 27
location: (180,417), orientation: WEST, sum: 27
location: (180,249), orientation: SOUTH, sum: 27
location: (179,955), orientation: SOUTH, sum: 27
location: (179,954), orientation: NORTH, sum: 27
location: (179,891), orientation: SOUTH, sum: 27
location: (179,808), orientation: EAST, sum: 27
location: (178,723), orientation: SOUTH, sum: 27
location: (178,544), orientation: EAST, sum: 27
location: (178,333), orientation: WEST, sum: 27
location: (177,849), orientation: NORTH, sum: 27
location: (177,269), orientation: SOUTH, sum: 27
location: (176,811), orientation: NORTH, sum: 27
location: (176,806), orientation: EAST, sum: 27
location: (176,790), orientation: NORTH, sum: 27
location: (176,738), orientation: SOUTH, sum: 27
location: (175,985), orientation: NORTH, sum: 27
location: (175,834), orientation: EAST, sum: 27
location: (175,807), orientation: SOUTH, sum: 27
location: (175,737), orientation: WEST, sum: 27
location: (174,755), orientation: SOUTH, sum: 27
location: (174,743), orientation: NORTH, sum: 27
location: (174,539), orientation: SOUTH, sum: 27
location: (174,248), orientation: EAST, sum: 27
location: (173,887), orientation: EAST, sum: 27
location: (173,830), orientation: NORTH, sum: 27
location: (173,744), orientation: WEST, sum: 27
location: (173,295), orientation: EAST, sum: 27
location: (172,974), orientation: NORTH, sum: 27
location: (172,849), orientation: EAST, sum: 27
location: (172,683), orientation: EAST, sum: 27
location: (172,551), orientation: SOUTH, sum: 27
location: (172,166), orientation: EAST, sum: 27
location: (172,163), orientation: WEST, sum: 27
location: (172,71), orientation: EAST, sum: 27
location: (171,973), orientation: SOUTH, sum: 27
location: (171,937), orientation: WEST, sum: 27
location: (171,877), orientation: WEST, sum: 27
location: (171,396), orientation: SOUTH, sum: 27
location: (170,876), orientation: EAST, sum: 27
location: (170,189), orientation: WEST, sum: 27
location: (169,123), orientation: NORTH, sum: 27
location: (168,889), orientation: NORTH, sum: 27
location: (168,862), orientation: WEST, sum: 27
location: (168,680), orientation: NORTH, sum: 27
location: (168,502), orientation: EAST, sum: 27
location: (168,143), orientation: WEST, sum: 27
location: (168,119), orientation: SOUTH, sum: 27
location: (168,117), orientation: NORTH, sum: 27
location: (167,981), orientation: EAST, sum: 27
location: (167,890), orientation: SOUTH, sum: 27
location: (167,861), orientation: EAST, sum: 27
location: (167,444), orientation: EAST, sum: 27
location: (167,142), orientation: SOUTH, sum: 27
location: (167,33), orientation: EAST, sum: 27
location: (166,932), orientation: WEST, sum: 27
location: (166,337), orientation: NORTH, sum: 27
location: (166,302), orientation: NORTH, sum: 27
location: (166,22), orientation: WEST, sum: 27
location: (165,958), orientation: NORTH, sum: 27
location: (165,901), orientation: EAST, sum: 27
location: (165,405), orientation: EAST, sum: 27
location: (165,336), orientation: SOUTH, sum: 27
location: (165,93), orientation: SOUTH, sum: 27
location: (164,957), orientation: EAST, sum: 27
location: (164,278), orientation: NORTH, sum: 27
location: (164,7), orientation: EAST, sum: 27
location: (163,818), orientation: EAST, sum: 27
location: (163,687), orientation: WEST, sum: 27
location: (163,586), orientation: EAST, sum: 27
location: (163,229), orientation: SOUTH, sum: 27
location: (163,179), orientation: EAST, sum: 27
location: (162,940), orientation: SOUTH, sum: 27
location: (161,684), orientation: NORTH, sum: 27
location: (161,424), orientation: WEST, sum: 27
location: (160,160), orientation: EAST, sum: 27
location: (159,563), orientation: WEST, sum: 27
location: (159,547), orientation: SOUTH, sum: 27
location: (159,310), orientation: SOUTH, sum: 27
location: (159,222), orientation: NORTH, sum: 27
location: (158,973), orientation: NORTH, sum: 27
location: (158,971), orientation: NORTH, sum: 27
location: (158,963), orientation: NORTH, sum: 27
location: (158,580), orientation: SOUTH, sum: 27
location: (158,562), orientation: EAST, sum: 27
location: (158,275), orientation: EAST, sum: 27
location: (158,223), orientation: WEST, sum: 27
location: (158,137), orientation: NORTH, sum: 27
location: (157,972), orientation: SOUTH, sum: 27
location: (157,928), orientation: EAST, sum: 27
location: (157,525), orientation: NORTH, sum: 27
location: (157,111), orientation: WEST, sum: 27
location: (156,526), orientation: SOUTH, sum: 27
location: (156,110), orientation: SOUTH, sum: 27
location: (155,570), orientation: NORTH, sum: 27
location: (155,371), orientation: SOUTH, sum: 27
location: (155,367), orientation: EAST, sum: 27
location: (155,315), orientation: EAST, sum: 27
location: (155,183), orientation: EAST, sum: 27
location: (155,91), orientation: EAST, sum: 27
location: (154,904), orientation: WEST, sum: 27
location: (154,714), orientation: NORTH, sum: 27
location: (153,982), orientation: NORTH, sum: 27
location: (153,512), orientation: NORTH, sum: 27
location: (153,438), orientation: WEST, sum: 27
location: (153,407), orientation: SOUTH, sum: 27
location: (152,981), orientation: SOUTH, sum: 27
location: (152,835), orientation: NORTH, sum: 27
location: (152,498), orientation: NORTH, sum: 27
location: (152,437), orientation: SOUTH, sum: 27
location: (152,382), orientation: SOUTH, sum: 27
location: (152,239), orientation: EAST, sum: 27
location: (152,171), orientation: NORTH, sum: 27
location: (151,836), orientation: WEST, sum: 27
location: (151,499), orientation: WEST, sum: 27
location: (151,394), orientation: WEST, sum: 27
location: (151,170), orientation: NORTH, sum: 27
location: (150,304), orientation: EAST, sum: 27
location: (150,114), orientation: WEST, sum: 27
location: (149,805), orientation: WEST, sum: 27
location: (149,793), orientation: EAST, sum: 27
location: (149,305), orientation: WEST, sum: 27
location: (149,107), orientation: NORTH, sum: 27
location: (148,794), orientation: NORTH, sum: 27
location: (148,665), orientation: EAST, sum: 27
location: (148,405), orientation: SOUTH, sum: 27
location: (148,47), orientation: EAST, sum: 27
location: (148,36), orientation: NORTH, sum: 27
location: (147,822), orientation: NORTH, sum: 27
location: (147,591), orientation: NORTH, sum: 27
location: (147,513), orientation: EAST, sum: 27
location: (147,48), orientation: WEST, sum: 27
location: (146,852), orientation: WEST, sum: 27
location: (146,674), orientation: WEST, sum: 27
location: (146,532), orientation: EAST, sum: 27
location: (146,439), orientation: WEST, sum: 27
location: (146,127), orientation: NORTH, sum: 27
location: (145,602), orientation: WEST, sum: 27
location: (145,243), orientation: WEST, sum: 27
location: (144,907), orientation: WEST, sum: 27
location: (144,813), orientation: NORTH, sum: 27
location: (144,99), orientation: SOUTH, sum: 27
location: (143,114), orientation: EAST, sum: 27
location: (142,822), orientation: NORTH, sum: 27
location: (142,506), orientation: NORTH, sum: 27
location: (142,504), orientation: NORTH, sum: 27
location: (142,455), orientation: WEST, sum: 27
location: (142,132), orientation: EAST, sum: 27
location: (142,131), orientation: WEST, sum: 27
location: (141,972), orientation: EAST, sum: 27
location: (141,505), orientation: SOUTH, sum: 27
location: (141,454), orientation: EAST, sum: 27
location: (141,424), orientation: SOUTH, sum: 27
location: (141,328), orientation: WEST, sum: 27
location: (141,130), orientation: SOUTH, sum: 27
location: (141,76), orientation: SOUTH, sum: 27
location: (140,957), orientation: NORTH, sum: 27
location: (140,496), orientation: NORTH, sum: 27
location: (140,131), orientation: EAST, sum: 27
location: (140,35), orientation: NORTH, sum: 27
location: (139,802), orientation: NORTH, sum: 27
location: (139,671), orientation: WEST, sum: 27
location: (139,547), orientation: NORTH, sum: 27
location: (139,495), orientation: EAST, sum: 27
location: (139,54), orientation: WEST, sum: 27
location: (138,783), orientation: WEST, sum: 27
location: (138,649), orientation: NORTH, sum: 27
location: (138,314), orientation: EAST, sum: 27
location: (138,105), orientation: SOUTH, sum: 27
location: (137,576), orientation: SOUTH, sum: 27
location: (137,529), orientation: NORTH, sum: 27
location: (136,851), orientation: WEST, sum: 27
location: (136,719), orientation: WEST, sum: 27
location: (136,717), orientation: NORTH, sum: 27
location: (135,917), orientation: EAST, sum: 27
location: (135,718), orientation: SOUTH, sum: 27
location: (135,657), orientation: EAST, sum: 27
location: (135,356), orientation: EAST, sum: 27
location: (135,302), orientation: EAST, sum: 27
location: (135,277), orientation: EAST, sum: 27
location: (135,197), orientation: NORTH, sum: 27
location: (135,122), orientation: WEST, sum: 27
location: (134,833), orientation: NORTH, sum: 27
location: (134,196), orientation: EAST, sum: 27
location: (133,923), orientation: WEST, sum: 27
location: (133,889), orientation: EAST, sum: 27
location: (133,667), orientation: SOUTH, sum: 27
location: (133,664), orientation: EAST, sum: 27
location: (133,491), orientation: WEST, sum: 27
location: (133,282), orientation: SOUTH, sum: 27
location: (133,107), orientation: EAST, sum: 27
location: (132,829), orientation: NORTH, sum: 27
location: (132,728), orientation: NORTH, sum: 27
location: (132,379), orientation: WEST, sum: 27
location: (131,986), orientation: SOUTH, sum: 27
location: (131,903), orientation: NORTH, sum: 27
location: (131,611), orientation: NORTH, sum: 27
location: (129,837), orientation: EAST, sum: 27
location: (129,284), orientation: NORTH, sum: 27
location: (128,859), orientation: SOUTH, sum: 27
location: (128,781), orientation: EAST, sum: 27
location: (128,507), orientation: NORTH, sum: 27
location: (128,240), orientation: EAST, sum: 27
location: (127,858), orientation: WEST, sum: 27
location: (127,387), orientation: EAST, sum: 27
location: (127,176), orientation: EAST, sum: 27
location: (126,935), orientation: NORTH, sum: 27
location: (126,885), orientation: NORTH, sum: 27
location: (126,651), orientation: NORTH, sum: 27
location: (126,553), orientation: NORTH, sum: 27
location: (126,514), orientation: SOUTH, sum: 27
location: (126,71), orientation: NORTH, sum: 27
location: (125,880), orientation: SOUTH, sum: 27
location: (125,644), orientation: WEST, sum: 27
location: (125,554), orientation: WEST, sum: 27
location: (125,511), orientation: NORTH, sum: 27
location: (125,493), orientation: NORTH, sum: 27
location: (125,270), orientation: SOUTH, sum: 27
location: (125,161), orientation: WEST, sum: 27
location: (124,833), orientation: SOUTH, sum: 27
location: (124,517), orientation: WEST, sum: 27
location: (124,160), orientation: EAST, sum: 27
location: (124,51), orientation: SOUTH, sum: 27
location: (123,933), orientation: WEST, sum: 27
location: (123,880), orientation: NORTH, sum: 27
location: (123,516), orientation: EAST, sum: 27
location: (123,492), orientation: EAST, sum: 27
location: (123,190), orientation: SOUTH, sum: 27
location: (123,105), orientation: NORTH, sum: 27
location: (123,103), orientation: NORTH, sum: 27
location: (122,878), orientation: SOUTH, sum: 27
location: (122,493), orientation: WEST, sum: 27
location: (122,476), orientation: SOUTH, sum: 27
location: (122,474), orientation: NORTH, sum: 27
location: (122,454), orientation: NORTH, sum: 27
location: (122,104), orientation: SOUTH, sum: 27
location: (121,502), orientation: WEST, sum: 27
location: (121,229), orientation: NORTH, sum: 27
